FECHA,TMAX-CAB,TMAX-HMO,TMAX-OBR,TMAX-LMO,TMAX-CUL,TMIN-CAB,TMIN-HMO,TMIN-OBR,TMIN-LMO,TMIN-CUL,PREC_HMO   (mm),PREC_OBR   (mm),PREC_LMO   (mm),PREC_CUL   (mm)
23/03/2022,35.00,36.00,35.00,33.00,34.00,10.00,15.00,13.00,11.00,12.00,0.00,0.00,0.00,0.00
24/03/2022,34.00,36.00,35.00,33.00,34.00,11.00,16.00,13.00,11.00,11.00,0.00,0.00,0.00,0.00
25/03/2022,36.00,38.00,36.00,34.00,33.00,12.00,14.00,11.00,11.00,13.00,0.00,0.00,0.00,0.00
26/03/2022,36.00,37.00,35.00,33.00,33.00,15.00,16.00,12.00,11.00,12.00,0.00,0.00,0.00,0.00
27/03/2022,32.00,35.00,33.00,32.00,34.00,18.00,15.00,12.00,10.00,11.00,0.00,0.00,0.00,0.00
28/03/2022,27.00,32.00,33.00,32.00,34.00,16.00,15.00,16.00,13.00,12.00,0.00,0.00,0.00,0.00
29/03/2022,22.00,26.00,27.00,30.00,32.00,13.00,16.00,17.00,14.00,11.00,0.00,0.00,0.00,0.00
30/03/2022,28.00,30.00,31.00,29.00,32.00,9.00,11.00,11.00,14.00,11.00,0.00,0.00,0.00,0.00
31/03/2022,31.00,32.00,33.00,32.00,34.00,11.00,13.00,11.00,11.00,11.00,0.00,0.00,0.00,0.00
01/04/2022,31.00,32.00,31.00,30.00,32.00,12.00,13.00,12.00,12.00,11.00,0.00,0.00,0.00,0.00
02/04/2022,32.00,33.00,32.00,30.00,31.00,13.00,13.00,12.00,13.00,13.00,0.00,0.00,0.00,0.00
03/04/2022,30.00,31.00,32.00,31.00,32.00,13.00,14.00,14.00,15.00,14.00,0.00,0.00,0.00,0.00
04/04/2022,30.00,31.00,30.00,28.00,30.00,11.00,12.00,13.00,15.00,14.00,0.00,0.00,0.00,0.00
05/04/2022,34.00,34.00,33.00,29.00,31.00,13.00,14.00,12.00,12.00,15.00,0.00,0.00,0.00,0.00
06/04/2022,36.00,37.00,36.00,33.00,33.00,16.00,16.00,15.00,14.00,14.00,0.00,0.00,0.00,0.00
07/04/2022,39.00,41.00,40.00,35.00,35.00,16.00,18.00,15.00,16.00,15.00,0.00,0.00,0.00,0.00
08/04/2022,39.00,38.00,34.00,31.00,33.00,17.00,20.00,18.00,17.00,17.00,0.00,0.00,0.00,0.00
09/04/2022,37.00,36.00,33.00,32.00,33.00,16.00,18.00,18.00,18.00,17.00,0.00,0.00,0.00,0.00
10/04/2022,31.00,34.00,30.00,29.00,31.00,17.00,17.00,17.00,18.00,16.00,0.00,0.00,0.00,0.00
11/04/2022,29.00,33.00,31.00,30.00,31.00,16.00,15.00,17.00,18.00,16.00,0.00,0.00,0.00,0.00
12/04/2022,26.00,30.00,31.00,30.00,33.00,10.00,13.00,13.00,14.00,13.00,0.00,0.00,0.00,0.00
13/04/2022,,,,,,,,,,,,,,
14/04/2022,,,,,,,,,,,,,,
15/04/2022,33.00,35.00,35.00,34.00,37.00,13.00,14.00,13.00,15.00,15.00,0.00,0.00,0.00,0.00
16/04/2022,34.00,36.00,36.00,36.00,38.00,17.00,16.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00
17/04/2022,36.00,40.00,40.00,37.00,40.00,13.00,16.00,16.00,17.00,16.00,0.00,0.00,0.00,0.00
18/04/2022,39.00,42.00,41.00,37.00,35.00,14.00,17.00,16.00,17.00,17.00,0.00,0.00,0.00,0.00
19/04/2022,39.00,40.00,35.00,33.00,34.00,18.00,18.00,18.00,18.00,17.00,0.00,0.00,0.00,0.00
20/04/2022,35.00,38.00,34.00,32.00,34.00,16.00,19.00,17.00,17.00,17.00,0.00,0.00,0.00,0.00
21/04/2022,35.00,37.00,36.00,33.00,34.00,17.00,17.00,15.00,17.00,16.00,0.00,0.00,0.00,0.00
22/04/2022,29.00,34.00,34.00,32.00,33.00,16.00,17.00,16.00,18.00,16.00,0.00,0.00,0.00,0.00
23/04/2022,30.00,32.00,33.00,32.00,34.00,10.00,14.00,15.00,18.00,17.00,0.00,0.00,0.00,0.00
24/04/2022,32.00,34.00,34.00,33.00,34.00,15.00,16.00,13.00,14.00,14.00,0.00,0.00,0.00,0.00
25/04/2022,36.00,38.00,36.00,34.00,36.00,12.00,15.00,13.00,15.00,15.00,0.00,0.00,0.00,0.00
26/04/2022,37.00,39.00,38.00,35.00,36.00,15.00,17.00,15.00,15.00,15.00,0.00,0.00,0.00,0.00
27/04/2022,35.00,37.00,37.00,35.00,38.00,17.00,18.00,15.00,15.00,16.00,0.00,0.00,0.00,0.00
28/04/2022,32.00,35.00,36.00,34.00,38.00,15.00,16.00,15.00,16.00,15.00,0.00,0.00,0.00,0.00
29/04/2022,,,,,,,,,,,,,,
30/04/2022,36.00,37.00,37.00,34.00,37.00,13.00,15.00,13.00,14.00,14.00,0.00,0.00,0.00,0.00
01/05/2022,36.00,36.00,34.00,32.00,35.00,16.00,17.00,17.00,17.00,16.00,0.00,0.00,0.00,0.00
02/05/2022,34.00,36.00,34.00,33.00,35.00,17.00,17.00,18.00,17.00,15.00,0.00,0.00,0.00,0.00
03/05/2022,33.00,35.00,34.00,33.00,36.00,18.00,17.00,16.00,16.00,16.00,0.00,0.00,0.00,0.00
04/05/2022,34.00,36.00,34.00,33.00,34.00,16.00,18.00,18.00,17.00,16.00,0.00,0.00,0.00,0.00
05/05/2022,37.00,38.00,37.00,34.00,36.00,15.00,17.00,17.00,16.00,17.00,0.00,0.00,0.00,0.00
06/05/2022,39.00,40.00,39.00,36.00,37.00,16.00,18.00,16.00,17.00,17.00,0.00,0.00,0.00,0.00
07/05/2022,39.00,39.00,38.00,36.00,35.00,18.00,18.00,18.00,17.00,18.00,0.00,0.00,0.00,0.00
08/05/2022,34.00,36.00,36.00,35.00,37.00,19.00,18.00,18.00,19.00,18.00,0.00,0.00,0.00,0.00
09/05/2022,33.00,36.00,35.00,35.00,38.00,16.00,17.00,18.00,19.00,18.00,0.00,0.00,0.00,0.00
10/05/2022,34.00,38.00,39.00,37.00,38.00,15.00,17.00,18.00,20.00,19.00,0.00,0.00,0.00,0.00
11/05/2022,33.00,38.00,39.00,38.00,38.00,15.00,18.00,18.00,21.00,20.00,0.00,0.00,0.00,0.00
12/05/2022,35.00,39.00,39.00,37.00,39.00,13.00,19.00,18.00,22.00,21.00,0.00,0.00,0.00,0.00
13/05/2022,,,,,,,,,,,,,,
14/05/2022,41.00,42.00,41.00,36.00,35.00,16.00,17.80,16.70,18.90,19.00,0.00,0.00,0.00,0.00
15/05/2022,41.00,40.00,38.00,34.00,35.00,18.00,19.00,19.00,19.00,19.00,0.00,0.00,0.00,0.00
16/05/2022,,,,,,,,,,,,,,
17/05/2022,,,,,,,,,,,,,,
18/05/2022,,,,,,,,,,,,,,
19/05/2022,,,,,,,,,,,,,,
20/05/2022,,,,,,,,,,,,,,
21/05/2022,,,,,,,,,,,,,,
22/05/2022,37.00,38.00,35.60,34.00,36.00,19.00,20.00,17.80,18.00,17.00,0.00,0.00,0.00,0.00
23/05/2022,,,,,,,,,,,,,,
24/05/2022,,,,,,,,,,,,,,
25/05/2022,,,,,,,,,,,,,,
26/05/2022,,,,,,,,,,,,,,
27/05/2022,,,,,,,,,,,,,,
28/05/2022,,,,,,,,,,,,,,
29/05/2022,34.00,36.00,37.00,35.00,36.00,17.00,19.00,21.00,22.00,22.00,0.00,0.00,0.00,0.00
30/05/2022,36.00,36.00,35.00,33.00,35.00,17.00,19.40,22.00,23.00,21.00,0.00,0.00,0.00,0.00
31/05/2022,38.00,38.00,38.00,35.00,36.00,18.00,19.00,19.00,20.00,21.00,0.00,0.00,0.00,0.00
01/06/2022,38.00,39.00,38.00,34.00,35.00,19.00,19.00,19.00,21.00,22.00,0.00,0.00,0.00,0.00
02/06/2022,40.00,40.00,35.60,33.00,34.00,19.00,20.00,21.00,22.00,23.00,0.00,0.00,0.00,0.00
03/06/2022,40.00,40.00,37.00,33.00,33.00,20.00,22.00,22.00,23.00,22.00,0.00,0.00,0.00,0.00
04/06/2022,39.00,40.00,37.00,34.00,34.00,21.00,23.00,24.00,23.00,22.00,0.00,0.00,0.00,0.00
05/06/2022,39.00,39.00,38.00,34.00,35.00,20.00,21.00,23.00,23.00,22.00,0.00,0.00,0.00,0.00
06/06/2022,,,,,,,,,,,,,,
07/06/2022,42.00,41.00,36.00,34.00,34.00,23.00,23.00,22.00,23.00,23.00,0.00,0.00,0.00,0.00
08/06/2022,42.00,40.00,37.00,33.00,34.00,24.00,24.00,22.00,23.00,23.00,0.00,0.00,0.00,0.00
09/06/2022,43.00,41.00,36.00,33.00,33.00,26.00,25.00,24.00,24.00,23.00,0.00,0.00,0.00,0.00
10/06/2022,43.00,41.00,37.00,34.00,36.00,26.00,26.00,25.00,24.00,23.00,0.00,0.00,0.00,0.00
11/06/2022,44.00,42.00,39.00,36.00,36.00,26.00,27.00,26.00,24.00,23.00,0.00,0.00,0.00,0.00
12/06/2022,43.00,42.00,38.30,36.00,36.00,26.00,27.00,26.00,25.00,23.00,0.00,0.00,0.00,0.00
13/06/2022,,,,,,,,,,,,,,
14/06/2022,39.00,41.00,38.00,36.00,36.00,24.40,26.10,26.00,25.00,24.40,0.00,0.00,0.00,0.00
15/06/2022,42.00,44.00,41.00,37.00,38.00,22.00,24.00,24.00,24.00,24.00,0.00,0.00,0.00,0.00
16/06/2022,45.00,45.00,41.00,37.00,38.00,24.00,26.00,26.00,26.00,25.00,0.00,0.00,0.00,0.00
17/06/2022,,,,,,,,,,,,,,
18/06/2022,,,,,,,,,,,,,,
19/06/2022,38.00,40.00,38.00,35.00,37.00,25.00,27.00,27.00,26.00,25.00,0.00,0.00,0.00,0.00
20/06/2022,41.00,40.00,39.00,37.00,37.00,23.00,27.00,27.00,26.00,25.00,0.00,0.00,0.00,0.00
21/06/2022,38.00,40.00,41.00,37.00,38.00,26.00,28.00,27.00,26.00,26.00,0.00,0.00,0.00,0.00
22/06/2022,43.00,44.00,43.00,39.00,39.00,26.00,28.00,28.00,27.00,26.00,0.00,0.00,0.00,2.54
23/06/2022,42.00,43.00,39.00,37.00,37.00,27.00,31.00,29.00,28.00,26.00,0.00,0.00,0.00,1.81
24/06/2022,41.00,41.00,40.00,37.00,38.00,28.00,29.00,28.00,27.00,25.00,0.00,0.00,0.00,6.19
25/06/2022,41.00,40.00,38.00,34.00,34.40,28.00,29.00,28.00,27.00,25.60,4.06,1.27,1.78,4.60
26/06/2022,39.00,38.00,36.00,35.00,34.00,28.00,28.00,27.00,26.00,24.00,0.00,3.05,0.00,0.76
27/06/2022,39.00,39.00,38.00,37.00,37.00,27.00,27.00,26.00,26.00,25.00,0.00,0.00,0.00,0.00
28/06/2022,40.00,41.00,41.00,39.00,38.00,27.00,28.00,27.00,27.00,26.00,0.00,0.00,0.00,0.00
29/06/2022,41.00,42.00,41.00,38.00,36.00,29.00,29.00,28.00,27.00,26.00,0.00,0.00,0.00,4.06
30/06/2022,40.00,39.00,38.00,36.00,34.00,28.00,28.00,28.00,27.00,25.00,0.00,0.00,0.00,0.00
01/07/2022,41.00,40.00,39.00,37.00,37.00,28.00,28.00,28.00,27.00,26.00,0.00,0.00,0.00,2.29
02/07/2022,41.00,38.00,38.00,36.00,36.00,28.00,28.00,28.00,27.00,26.00,0.00,0.00,0.00,1.52
03/07/2022,40.00,39.00,37.00,34.00,35.00,28.00,29.00,27.00,26.00,25.00,0.00,2.03,0.00,0.00
04/07/2022,40.00,37.00,36.00,34.00,36.00,27.00,29.00,27.00,27.00,25.00,0.00,5.00,1.52,0.00
05/07/2022,41.00,40.00,40.00,37.00,35.00,24.00,26.00,25.00,25.00,26.00,0.00,0.00,0.00,1.02
06/07/2022,41.00,40.00,38.00,36.00,35.00,23.00,25.00,27.00,27.00,26.00,0.00,0.00,0.00,0.00
07/07/2022,42.00,41.10,38.90,38.00,36.10,25.00,26.70,27.80,27.00,26.10,0.00,0.00,0.00,0.00
08/07/2022,43.00,43.00,42.00,38.00,38.00,26.00,28.00,28.00,28.00,26.00,0.00,0.00,0.00,0.00
09/07/2022,43.00,43.00,41.00,38.00,38.00,29.00,28.00,28.00,28.00,27.00,0.00,0.00,0.00,0.00
10/07/2022,45.00,44.00,42.00,38.00,38.00,28.00,29.00,28.00,28.00,26.00,0.00,0.00,0.00,0.00
11/07/2022,44.00,43.00,40.00,37.00,36.00,29.00,30.00,29.00,28.00,26.00,0.00,0.00,0.00,0.00
12/07/2022,42.00,41.00,39.00,37.00,37.00,30.00,29.00,28.00,27.00,26.00,0.00,0.00,0.00,0.00
13/07/2022,42.00,42.00,40.00,37.00,37.00,30.00,29.00,28.00,27.00,26.00,0.00,0.00,0.00,0.00
14/07/2022,42.00,42.00,40.00,37.00,37.00,29.00,30.00,28.90,28.00,26.70,0.00,0.00,0.00,0.00
15/07/2022,43.00,40.00,40.00,36.00,35.00,29.00,29.00,28.00,27.00,27.00,0.00,0.08,0.00,1.25
16/07/2022,43.00,39.00,39.00,36.00,36.00,29.00,29.00,28.00,27.00,26.00,0.00,0.00,0.00,1.36
17/07/2022,41.00,40.00,38.00,37.00,36.00,28.00,29.00,28.00,27.00,26.00,0.00,0.00,0.00,3.30
18/07/2022,41.00,41.00,37.80,37.00,35.00,30.00,29.00,28.90,27.00,25.60,0.00,0.80,6.60,10.20
19/07/2022,42.00,40.00,37.00,36.00,36.00,29.00,28.00,27.00,26.00,26.00,2.03,0.00,0.00,2.79
20/07/2022,41.00,40.00,39.00,38.00,39.00,28.00,27.00,27.00,27.00,26.00,0.00,0.00,0.00,0.00
21/07/2022,43.00,43.00,43.00,40.00,41.00,29.00,28.00,28.00,28.00,27.00,0.00,0.00,0.00,0.00
22/07/2022,44.00,44.00,41.10,39.00,35.60,30.00,31.00,29.40,28.00,26.70,0.51,0.60,3.81,18.10
23/07/2022,41.00,40.00,36.00,34.00,34.00,30.00,29.00,28.00,27.00,26.00,2.40,0.00,4.39,8.32
24/07/2022,38.00,38.00,37.00,34.00,35.00,29.00,28.00,28.00,27.00,25.00,0.00,0.00,0.00,4.06
25/07/2022,38.00,38.00,37.00,36.00,36.00,29.00,28.00,27.00,27.00,25.00,1.27,0.51,0.00,2.54
26/07/2022,38.00,37.00,37.00,36.00,35.00,28.00,27.00,27.00,26.00,25.00,1.78,0.00,0.00,12.45
27/07/2022,38.00,37.00,37.00,36.00,34.00,28.00,27.00,26.00,26.00,24.00,2.54,1.78,1.02,6.60
28/07/2022,38.00,36.00,35.00,33.00,33.00,28.00,27.00,27.00,26.00,24.00,2.03,5.84,6.35,14.99
29/07/2022,36.00,35.00,35.00,34.00,33.00,28.00,26.00,26.00,25.00,24.00,2.03,9.88,1.80,9.87
30/07/2022,37.00,36.00,35.00,34.00,34.00,27.00,26.00,25.00,26.00,24.00,10.40,5.58,1.87,7.03
31/07/2022,36.00,34.00,35.00,35.00,35.00,27.00,26.00,25.00,25.00,24.00,0.00,0.00,0.00,1.16
01/08/2022,38.00,37.00,38.00,36.00,37.00,27.00,26.00,26.00,26.00,24.00,0.00,3.13,0.00,2.33
02/08/2022,39.00,39.00,38.00,37.00,36.00,27.00,27.00,26.00,26.00,24.00,0.79,1.32,0.00,1.65
03/08/2022,40.00,38.00,38.00,37.00,37.00,28.00,26.00,26.00,26.00,25.00,0.00,0.00,0.00,0.70
04/08/2022,38.00,38.00,38.00,37.00,37.00,27.00,27.00,26.00,26.00,25.00,0.00,0.00,0.00,3.94
05/08/2022,41.00,41.00,39.00,37.00,36.00,28.00,28.00,27.00,27.00,24.00,5.91,8.53,2.09,7.14
06/08/2022,41.00,39.00,35.00,33.00,34.00,28.00,28.00,26.00,26.00,24.00,4.78,0.00,5.63,13.99
07/08/2022,38.00,36.00,34.00,34.00,34.00,27.00,27.00,26.00,25.00,24.00,10.67,0.76,0.00,4.32
08/08/2022,37.00,37.00,37.80,37.00,37.00,27.00,26.00,26.10,26.00,24.00,0.00,0.00,0.00,5.08
09/08/2022,38.00,38.00,36.70,36.00,33.30,27.00,27.00,26.70,26.00,23.90,0.51,2.00,0.00,8.60
10/08/2022,38.00,38.00,38.00,36.00,35.00,27.00,26.00,25.00,26.00,24.00,0.00,0.00,0.00,5.33
11/08/2022,39.00,38.00,37.00,37.00,37.00,27.00,26.00,26.00,26.00,24.00,0.00,0.00,3.05,7.37
12/08/2022,38.00,38.00,38.00,36.00,36.00,28.00,27.00,26.00,26.00,24.00,0.00,0.00,0.00,0.00
13/08/2022,39.00,38.00,37.00,35.00,34.00,27.00,27.00,28.00,25.00,24.00,1.25,5.25,3.90,17.87
14/08/2022,39.00,36.00,36.00,34.00,34.00,27.00,27.00,25.00,26.00,24.00,0.00,0.00,1.04,15.60
15/08/2022,39.00,37.00,36.00,34.00,33.00,28.00,27.00,26.00,25.00,23.00,0.00,4.17,9.70,15.51
16/08/2022,39.00,36.00,34.00,33.00,32.00,27.00,27.00,25.00,25.00,24.00,2.45,19.01,5.49,12.98
17/08/2022,39.00,32.00,32.00,31.00,30.00,27.00,26.00,25.00,25.00,24.00,26.53,21.85,8.67,14.41
18/08/2022,33.00,28.00,29.00,32.00,32.00,25.00,24.00,24.00,24.00,23.00,33.78,15.75,4.83,6.35
19/08/2022,31.00,29.00,33.00,33.00,34.00,25.00,25.00,25.00,25.00,24.00,23.79,1.88,2.42,1.12
20/08/2022,31.00,31.00,33.00,33.00,34.00,24.00,25.00,25.00,24.00,23.00,4.06,1.50,2.54,1.50
21/08/2022,,,,,,,,,,,,,,
22/08/2022,34.00,34.00,35.00,35.00,34.00,22.45,23.18,22.67,24.96,23.67,19.30,23.62,0.00,0.00
23/08/2022,,,,,,,,,,,,,,
24/08/2022,35.00,33.00,34.00,34.00,33.00,23.00,26.00,25.50,27.20,27.30,2.54,0.00,0.00,0.51
25/08/2022,36.00,34.00,36.00,36.00,34.00,26.00,26.00,26.00,26.00,24.00,1.52,0.00,0.00,0.51
26/08/2022,37.00,35.00,37.00,37.00,34.00,27.00,27.00,27.00,27.00,25.00,3.81,5.33,0.76,10.41
27/08/2022,39.00,35.00,33.00,34.00,33.00,27.00,27.00,26.00,26.00,24.00,0.00,3.30,3.56,10.16
28/08/2022,38.00,35.00,33.00,33.00,33.00,27.00,26.00,26.00,26.00,24.00,0.00,0.00,0.00,9.91
29/08/2022,39.00,36.00,35.00,33.00,33.00,27.00,27.00,26.00,26.00,24.00,0.00,0.00,3.05,6.35
30/08/2022,42.00,38.00,35.00,32.00,33.00,27.00,27.00,26.00,26.00,24.00,6.35,17.53,16.76,15.75
31/08/2022,41.00,36.00,33.00,31.00,29.00,27.00,26.00,25.00,25.00,24.00,0.00,6.35,9.40,10.16
01/09/2022,39.00,34.00,32.00,33.00,34.00,27.00,25.00,24.00,24.00,24.00,3.00,2.00,2.00,2.54
02/09/2022,38.00,35.00,35.00,34.00,34.00,27.00,26.00,26.00,26.00,24.00,0.00,0.00,0.00,1.02
03/09/2022,,,,,,,,,,,,,,
04/09/2022,,,,,,,,,,,,,,
05/09/2022,,,,,,,,,,,,,,
06/09/2022,42.00,37.00,33.00,29.00,30.00,27.00,27.00,26.00,24.00,23.00,0.00,0.00,16.76,10.16
07/09/2022,,,,,,,,,,,,,,
08/09/2022,34.00,30.00,31.00,31.00,33.00,27.00,26.00,26.00,26.00,24.00,4.32,18.03,11.68,1.27
09/09/2022,32.00,30.00,32.00,31.00,34.00,26.00,24.00,24.00,24.00,24.00,7.11,3.30,6.10,0.00
10/09/2022,34.00,34.00,35.00,34.00,34.00,24.00,24.00,24.00,24.00,24.00,0.00,0.00,0.00,0.00
11/09/2022,36.00,36.00,37.00,35.00,35.00,24.00,25.00,24.00,25.00,24.00,0.00,0.00,0.00,0.00
12/09/2022,36.00,37.00,38.00,35.00,35.00,24.00,25.00,25.00,26.00,24.00,0.00,0.00,0.00,3.91
13/09/2022,36.00,37.00,37.00,35.00,34.00,22.00,24.00,25.00,25.00,25.00,0.00,0.00,0.00,0.00
14/09/2022,36.00,37.00,38.00,36.00,35.00,21.00,24.00,24.00,25.00,24.00,0.00,0.00,0.00,0.00
15/09/2022,,,,,,,,,,,,,,
16/09/2022,39.00,41.00,40.00,37.00,36.00,21.00,23.00,24.00,25.00,25.00,0.00,0.00,0.00,3.81
17/09/2022,,,,,,,,,,,,,,
18/09/2022,,,,,,,,,,,,,,
19/09/2022,,,,,,,,,,,,,,
20/09/2022,36.00,36.00,35.00,33.00,33.00,26.00,27.00,26.00,25.00,24.00,4.53,4.78,1.00,1.95
21/09/2022,36.00,37.00,36.00,34.00,34.00,26.00,26.00,25.00,26.00,25.00,0.00,1.42,1.84,5.31
22/09/2022,38.00,39.00,38.00,36.00,34.00,26.00,25.00,26.00,26.00,25.00,0.00,0.00,0.00,0.00
23/09/2022,39.00,40.00,38.00,35.00,34.00,26.00,26.00,26.00,26.00,25.00,0.00,0.00,0.00,3.69
24/09/2022,39.00,39.00,38.00,35.00,33.00,25.00,26.00,26.00,26.00,25.00,0.00,0.00,0.00,0.20
25/09/2022,41.00,40.00,39.00,37.00,36.00,25.00,25.00,26.00,26.00,25.00,0.00,0.00,0.00,0.00
26/09/2022,41.00,42.00,41.00,38.00,37.00,26.00,26.00,26.00,26.00,25.00,0.00,0.00,0.00,0.00
27/09/2022,40.00,40.00,39.00,37.00,37.00,26.00,27.00,26.00,26.00,25.00,0.00,0.00,0.00,0.60
28/09/2022,38.00,37.00,38.00,36.00,35.00,25.00,25.00,25.00,25.00,24.00,0.00,0.00,0.00,0.00
29/09/2022,35.00,36.00,38.00,37.00,37.00,25.00,25.00,24.00,25.00,24.00,2.00,0.00,0.00,0.00
30/09/2022,33.00,35.00,38.00,37.00,36.00,23.00,24.00,23.00,24.00,24.00,0.00,0.00,0.00,0.00
01/10/2022,34.00,34.00,38.00,37.00,35.00,23.00,23.00,23.00,24.00,24.00,0.00,0.00,0.00,0.00
02/10/2022,36.00,35.00,38.00,37.00,36.00,22.00,22.00,22.00,23.00,24.00,0.00,0.00,0.00,0.00
03/10/2022,36.00,36.00,39.00,37.00,34.00,21.00,21.00,21.00,24.00,24.00,0.00,0.00,0.00,10.12
04/10/2022,36.00,35.00,36.00,34.00,33.00,21.00,21.00,23.00,24.00,23.00,0.00,0.00,0.00,5.62
05/10/2022,34.00,34.00,36.00,34.00,33.00,22.00,22.00,23.00,23.00,22.00,0.00,0.00,0.00,0.00
06/10/2022,33.00,35.00,37.00,36.00,34.00,21.00,22.00,22.00,23.00,21.00,0.00,0.00,0.00,0.00
07/10/2022,34.00,35.00,37.00,37.00,36.00,21.00,21.00,21.00,22.00,22.00,0.00,0.00,0.00,0.00
08/10/2022,32.00,34.00,37.00,37.00,36.00,20.00,21.00,22.00,24.00,22.00,0.00,0.00,0.00,0.00
09/10/2022,31.00,34.00,37.00,37.00,37.00,23.00,20.00,21.00,24.00,21.00,0.00,0.00,0.00,0.00
10/10/2022,31.00,34.00,37.00,37.00,37.00,24.00,20.00,20.00,22.00,21.00,0.00,0.00,0.00,0.00
11/10/2022,,,,,,,,,,,,,,
12/10/2022,35.00,36.00,37.00,36.00,36.00,19.00,20.00,19.00,20.00,18.00,0.00,0.00,0.00,0.00
13/10/2022,35.00,37.00,38.00,36.00,35.00,20.00,20.00,19.00,20.00,19.00,0.00,0.00,0.00,0.00
14/10/2022,32.00,36.00,35.00,33.00,34.00,22.00,21.00,21.00,22.00,21.00,0.00,0.00,0.00,0.00
15/10/2022,29.00,31.00,31.00,31.00,33.00,22.00,23.00,24.00,24.00,24.00,0.00,0.00,0.00,0.00
16/10/2022,28.00,29.00,32.00,33.00,34.00,17.00,18.00,19.00,20.00,23.00,0.00,0.00,0.00,0.00
17/10/2022,31.00,32.00,34.00,34.00,33.00,15.00,17.00,17.00,20.00,20.00,0.00,0.00,0.00,0.00
18/10/2022,34.00,35.00,35.00,34.00,34.00,18.00,18.00,17.00,20.00,21.00,0.00,0.00,0.00,0.00
19/10/2022,35.00,36.00,37.00,36.00,36.00,19.00,20.00,19.00,20.00,21.00,0.00,0.00,0.00,0.00
20/10/2022,35.00,36.00,37.00,37.00,36.00,19.00,20.00,20.00,22.00,21.00,0.00,0.00,0.00,0.00
21/10/2022,34.00,36.00,37.00,35.00,36.00,20.00,21.00,21.00,22.00,22.00,0.00,0.00,0.00,0.00
22/10/2022,32.00,33.00,35.00,34.00,35.00,20.00,21.00,22.00,22.00,22.00,0.00,0.00,0.00,0.00
23/10/2022,26.00,29.00,32.00,33.00,34.00,18.00,19.00,22.00,22.00,23.00,0.00,0.00,0.00,6.91
24/10/2022,26.00,29.00,31.00,32.00,32.00,15.00,17.00,19.00,21.00,22.00,0.00,0.00,0.00,0.00
25/10/2022,28.00,30.00,33.00,33.00,33.00,9.00,14.00,16.00,19.00,20.00,0.00,0.00,0.00,0.00
26/10/2022,30.00,30.00,32.00,33.00,33.00,11.00,13.00,15.00,18.00,19.00,0.00,0.00,0.00,0.00
27/10/2022,,,,,,,,,,,,,,
28/10/2022,,,,,,,,,,,,,,
29/10/2022,,,,,,,,,,,,,,
30/10/2022,,,,,,,,,,,,,,
31/10/2022,,,,,,,,,,,,,,
01/11/2022,,,,,,,,,,,,,,
02/11/2022,28.00,30.00,32.00,31.00,34.00,14.00,14.00,17.00,17.00,16.00,0.00,0.00,0.00,0.00
03/11/2022,20.00,25.00,29.00,30.00,34.00,13.00,15.00,19.00,18.00,16.00,0.00,0.00,0.00,0.00
